filename,class_name,confidence,mask_area_ratio,gt_area_ratio,iou,dice,pixel_precision,pixel_recall,boundary_iou
ALGAL_LEAF_SPOT_to_label_19.jpg,ALGAL_LEAF_SPOT,0.9999130964279175,0.12474091198979592,0.018415178571428572,0.10985784919653893,0.1979674230822776,0.1135964211535389,0.7694805194805194,0.05337620578778135
ALGAL_LEAF_SPOT_to_label_20.jpg,ALGAL_LEAF_SPOT,0.9965614676475525,0.11746651785714286,0.06435347576530612,0.16083471179539383,0.27710183053820014,0.21445537835086528,0.39145246206255807,0.05158603011855174
ALGAL_LEAF_SPOT_to_label_21.jpg,ALGAL_LEAF_SPOT,0.9983804225921631,0.16067442602040816,0.028360172193877552,0.1080607476635514,0.19504480759093304,0.11473579756884147,0.6500351370344343,0.036591478696741855
ALGAL_LEAF_SPOT_to_label_24.jpg,ALGAL_LEAF_SPOT,0.9999474287033081,0.17998644770408162,0.018494897959183673,0.08639685829606196,0.15905211366603073,0.0876979293544458,0.853448275862069,0.03298086606243706
ALGAL_LEAF_SPOT_to_label_26.jpg,ALGAL_LEAF_SPOT,0.9996261596679688,0.20294563137755103,0.013073979591836735,0.06442109398016302,0.12104437678752653,0.06442109398016302,1.0,0.0
ALGAL_LEAF_SPOT_to_label_32.jpg,ALGAL_LEAF_SPOT,0.9935044050216675,0.21291055484693877,0.030233577806122448,0.12660448794902576,0.22475409836065574,0.12833473743330526,0.9037574159525379,0.03659783275403803
ALGAL_LEAF_SPOT_to_label_33.jpg,ALGAL_LEAF_SPOT,0.9972265362739563,0.22658242984693877,0.03866390306122449,0.11727669576897247,0.2099331279585243,0.12287800158325271,0.7201030927835051,0.06240775880244571
ALGAL_LEAF_SPOT_to_label_36.jpg,ALGAL_LEAF_SPOT,0.9993495345115662,0.0823501275510204,0.020926339285714284,0.04771532551556813,0.09108452335005789,0.057115198451113264,0.22476190476190477,0.01753805426869623
ALGAL_LEAF_SPOT_to_label_39.jpg,ALGAL_LEAF_SPOT,0.9994226694107056,0.14307637117346939,0.07698899872448979,0.17206241375650144,0.29360623075529796,0.22579746482797047,0.4196220553973596,0.06507252058016465
ALGAL_LEAF_SPOT_to_label_40.jpg,ALGAL_LEAF_SPOT,0.9998446702957153,0.20888472576530612,0.04974489795918367,0.16962595763857594,0.2900516298065809,0.1795630187959164,0.7540064102564102,0.017930519237952934
ALLOCARIDARA_ATTACK_to_label_855.jpg,ALLOCARIDARA_ATTACK,0.9999990463256836,0.18508848852040816,0.11244419642857142,0.3807806141324454,0.5515439748141202,0.44330784968235165,0.7297057780928748,0.0456422965716646
ALLOCARIDARA_ATTACK_to_label_864.jpg,ALLOCARIDARA_ATTACK,0.9999985694885254,0.15776466836734693,0.05707908163265306,0.2587575899112564,0.4111317254174397,0.27993936331480546,0.7737430167597765,0.06912696226934728
ALLOCARIDARA_ATTACK_to_label_868.jpg,ALLOCARIDARA_ATTACK,0.9999996423721313,0.1722138073979592,0.18919403698979592,0.6887688582603837,0.8157053049520239,0.8559194537669251,0.7791003897608765,0.09326683291770574
ALLOCARIDARA_ATTACK_to_label_869.jpg,ALLOCARIDARA_ATTACK,0.9999963045120239,0.1045719068877551,0.14032605229591838,0.6014596637560277,0.7511393229166666,0.8795502191728607,0.6554466695071722,0.08270676691729323
ALLOCARIDARA_ATTACK_to_label_874.jpg,ALLOCARIDARA_ATTACK,0.9999990463256836,0.19200414540816327,0.16238839285714285,0.34937016239186525,0.5178270160836801,0.47789080340460866,0.5650466372115857,0.08743985399037664
ALLOCARIDARA_ATTACK_to_label_876.jpg,ALLOCARIDARA_ATTACK,0.9999759197235107,0.10730229591836735,0.20212850765306123,0.3614521220624342,0.5309802911245652,0.7656017830609212,0.4064287122855453,0.09115674769488684
ALLOCARIDARA_ATTACK_to_label_877.jpg,ALLOCARIDARA_ATTACK,0.9999982118606567,0.22971141581632654,0.2919921875,0.599963327424974,0.7499713488940674,0.8516397709526289,0.6699883966964713,0.07534482758620689
ALLOCARIDARA_ATTACK_to_label_879.jpg,ALLOCARIDARA_ATTACK,0.9999963045120239,0.18387276785714285,0.10574776785714286,0.44038061254831995,0.6114781172584641,0.4815738131367873,0.8373539389370523,0.06711249104370672
ALLOCARIDARA_ATTACK_to_label_885.jpg,ALLOCARIDARA_ATTACK,0.9999762773513794,0.07495615433673469,0.030472735969387755,0.16340444248955355,0.28090737240075614,0.19755384206328105,0.48593852190974496,0.0434634974533107
ALLOCARIDARA_ATTACK_to_label_892.jpg,ALLOCARIDARA_ATTACK,0.9999902248382568,0.1376355229591837,0.061045121173469385,0.3016059537798668,0.46343665362624137,0.3344917463075586,0.7541625857002938,0.06713959969597162
LEAF_BLIGHT_to_label_2757.jpg,LEAF_BLIGHT,0.9999767541885376,0.11407844387755102,0.024693080357142856,0.18964633521271143,0.31882809133993967,0.19392033542976939,0.8958837772397095,0.023021001615508886
LEAF_BLIGHT_to_label_2773.jpg,LEAF_BLIGHT,0.9993696808815002,0.0966796875,0.032704878826530615,0.29554979046098584,0.45625385089340725,0.30529787672644815,0.902498476538696,0.0332174584781769
LEAF_BLIGHT_to_label_2776.jpg,LEAF_BLIGHT,0.9997045397758484,0.08876753826530612,0.03411989795918367,0.3436478535628677,0.5115147583522544,0.35406376290974406,0.9211448598130841,0.05040983606557377
LEAF_BLIGHT_to_label_2777.jpg,LEAF_BLIGHT,0.9997945427894592,0.13480548469387754,0.08994339923469388,0.2626805508901579,0.4160681032189412,0.346836191602602,0.5198315976069133,0.04090194022024122
LEAF_BLIGHT_to_label_2778.jpg,LEAF_BLIGHT,0.9999881982803345,0.14855707908163265,0.07535475127551021,0.2860576923076923,0.44485981308411215,0.3352562382613362,0.6609362602486115,0.07661668228678538
