filename,class_name,threshold,pred_area,iou,dice,precision,recall,f1,pixel_accuracy,specificity,tp,fp,fn,tn
to_label_134.jpg,ALGAL_LEAF_SPOT,0.1,0.6679288903061225,0.004553571428557876,0.009065860812345373,0.0045652563107818666,0.6401673637488839,0.009065859406176012,0.333406409438111,0.3319382421844886,153,33361,86,16576
to_label_134.jpg,ALGAL_LEAF_SPOT,0.2,0.5000199298469388,0.006077457795407835,0.012081490840129178,0.006098290087264944,0.6401673637488839,0.012081488970650712,0.50131536989696,0.5006508200322393,153,24936,86,25001
to_label_134.jpg,ALGAL_LEAF_SPOT,0.3,0.4514708227040816,0.006728528079481382,0.013367115149338776,0.006754072308273721,0.6401673637488839,0.013367113083015096,0.5498644770397204,0.5494322846775949,153,22500,86,27437
to_label_134.jpg,ALGAL_LEAF_SPOT,0.4,0.3739038584183674,0.008118002865134408,0.01610526315780997,0.008155215606800515,0.6401673637488839,0.016105260673582096,0.6274314413252802,0.6273704868121285,153,18608,86,31329
to_label_134.jpg,ALGAL_LEAF_SPOT,0.5,0.3460220025510204,0.008768913342453182,0.01738537583081992,0.008812348807690287,0.6401673637488839,0.017385373151843395,0.6553132971925715,0.6553857860891615,153,17209,86,32728
to_label_134.jpg,ALGAL_LEAF_SPOT,0.6,0.32750717474489793,0.009262061868095755,0.018354126679352482,0.009310533682168134,0.6401673637488839,0.018354123853261104,0.6738281249986571,0.6739892264239462,153,16280,86,33657
to_label_134.jpg,ALGAL_LEAF_SPOT,0.7,0.30434869260204084,0.009962883375594433,0.019729206963122314,0.010018990242878533,0.6401673637488839,0.01972920392860292,0.6969866071414681,0.697258545766271,153,15118,86,34819
to_label_134.jpg,ALGAL_LEAF_SPOT,0.8,0.2724609375,0.011121610816230853,0.021998562185319922,0.011191573403473105,0.6401673637488839,0.021998558807829006,0.7288743622434453,0.7292989166334995,153,13518,86,36419
to_label_134.jpg,ALGAL_LEAF_SPOT,0.9,0.2524314413265306,0.011998117942189475,0.023711739635616336,0.012079583135859153,0.6401673637488839,0.02371173600004019,0.7489038584168748,0.7494242745844776,153,12513,86,37424
to_label_177.jpg,ALGAL_LEAF_SPOT,0.1,0.5104233099489796,0.0376976400029687,0.0726563086389227,0.03779625941963299,0.9352657003927278,0.07265630117187977,0.5075334821418457,0.49852465354693937,968,24643,67,24498
