filename,class_name,confidence,mask_coverage,gt_coverage,iou,dice,pixel_precision,pixel_recall,boundary_f1_t2
ALGAL_LEAF_SPOT_to_label_19.jpg,ALGAL_LEAF_SPOT,0.9999130964279175,0.03573421556122449,0.018415178571428572,0.05187766163175077,0.0986382038977314,0.07473508086588203,0.14502164500595005,0.10366172160671286
ALGAL_LEAF_SPOT_to_label_20.jpg,ALGAL_LEAF_SPOT,0.9965614676475525,0.08605707908163265,0.06435347576530612,0.15804818167626133,0.2729561415095673,0.2385363594201358,0.31898420562654123,0.13303379637815035
ALGAL_LEAF_SPOT_to_label_21.jpg,ALGAL_LEAF_SPOT,0.9983804225921631,0.10780054209183673,0.028360172193877552,0.10693454309612874,0.19320843091052095,0.1220188574575334,0.4638088545000837,0.18786664247936655
ALGAL_LEAF_SPOT_to_label_24.jpg,ALGAL_LEAF_SPOT,0.9999474287033081,0.05349170918367347,0.018494897959183673,0.0564492541662343,0.10686600221188079,0.07190760059344607,0.20797413790862349,0.10803506386678367
ALGAL_LEAF_SPOT_to_label_26.jpg,ALGAL_LEAF_SPOT,0.9996261596679688,0.10680404974489796,0.013073979591836735,0.08888486603749303,0.1632585203630381,0.09162157118694493,0.7484756096420007,0.12959118067769054
ALGAL_LEAF_SPOT_to_label_32.jpg,ALGAL_LEAF_SPOT,0.9935044050216675,0.08482142857142858,0.030233577806122448,0.021408351025806648,0.041919279403396514,0.02843045112715154,0.07976268951352915,0.08572271893025116
ALGAL_LEAF_SPOT_to_label_33.jpg,ALGAL_LEAF_SPOT,0.9972265362739563,0.10170200892857142,0.03866390306122449,0.08537525042247843,0.15731932414940622,0.10856359004294408,0.2855670102945584,0.08775861713054255
ALGAL_LEAF_SPOT_to_label_36.jpg,ALGAL_LEAF_SPOT,0.9993495345115662,0.09933035714285714,0.020926339285714284,0.0628853267559823,0.11832946635534754,0.07162921348170889,0.33999999996761904,0.15481299695568868
ALGAL_LEAF_SPOT_to_label_39.jpg,ALGAL_LEAF_SPOT,0.9994226694107056,0.10794005102040816,0.07698899872448979,0.14725519287651762,0.256708697055106,0.21990398817910076,0.30830960392678464,0.17189598328464464
ALGAL_LEAF_SPOT_to_label_40.jpg,ALGAL_LEAF_SPOT,0.9998446702957153,0.06873804209183673,0.04974489795918367,0.12339380196289884,0.2196804036968935,0.1893302406439742,0.26161858973310825,0.1899854507983396
ALLOCARIDARA_ATTACK_to_label_855.jpg,ALLOCARIDARA_ATTACK,0.9999990463256836,0.09036192602040816,0.11244419642857142,0.34141840231556264,0.5090408804981422,0.5712395235868717,0.45905707195216133,0.17397896487621858
