filename,class_name,stem,raw_split,gt_area,pseudo_area,pred_area,prob_mean,prob_p95,pseudo_iou,pseudo_dice,pseudo_precision,pseudo_recall,pseudo_f1,pseudo_pixel_accuracy,pseudo_specificity,pseudo_tp,pseudo_fp,pseudo_fn,pseudo_tn,pred_iou,pred_dice,pred_precision,pred_recall,pred_f1,pred_pixel_accuracy,pred_specificity,pred_tp,pred_fp,pred_fn,pred_tn
to_label_134.jpg,ALGAL_LEAF_SPOT,to_label_134,test,0.004763233418367347,0.0,0.006576849489795918,0.013269878923892975,0.03411261737346649,0.0,0.0,0.0,0.0,0.0,0.9952367665796491,0.9999999999979975,0,0,239,49937,0.3547619046774376,0.5237258347058479,0.4515151513783287,0.6234309620822465,0.5237257858926846,0.9945990114776097,0.9963754330436422,149,181,90,49756
to_label_177.jpg,ALGAL_LEAF_SPOT,to_label_177,test,0.020627391581632654,0.0,0.027503188775510203,0.060882121324539185,0.3399277329444885,0.0,0.0,0.0,0.0,0.0,0.9793726084164155,0.9999999999979651,0,0,1035,49141,0.012154233025475514,0.024016563146003457,0.0210144927521004,0.0280193236687904,0.02401651416551703,0.9530253507634068,0.9725076819743748,29,1351,1006,47790
to_label_19.jpg,ALGAL_LEAF_SPOT,to_label_19,train,0.018415178571428572,0.05490672831632653,0.00705516581632653,0.011160158552229404,0.014757024124264717,0.05445686442950826,0.10328893720839118,0.06896551723887603,0.20562770560545154,0.10328889959034372,0.9342514349471176,0.9479208966114109,190,2565,734,46687,0.0,0.0,0.0,0.0,0.0,0.9745296556103027,0.9928124746183042,0,354,924,48898
to_label_197.jpg,ALGAL_LEAF_SPOT,to_label_197,test,0.009546396683673469,0.0,0.0,0.0014527111779898405,0.005436580628156662,0.0,0.0,0.0,0.0,0.0,0.9904536033143525,0.9999999999979878,0,0,479,49697,0.0,0.0,0.0,0.0,0.0,0.9904536033143525,0.9999999999979878,0,0,479,49697
to_label_199.jpg,ALGAL_LEAF_SPOT,to_label_199,test,0.01189811862244898,0.0,0.025629783163265307,0.033993303775787354,0.1673048883676529,0.0,0.0,0.0,0.0,0.0,0.9881018813755817,0.999999999997983,0,0,597,49579,0.044950055491401214,0.08603292617705613,0.06298600310552208,0.1356783919370723,0.08603288286684965,0.9657007334164427,0.9756953548861903,81,1205,516,48374
to_label_20.jpg,ALGAL_LEAF_SPOT,to_label_20,train,0.06435347576530612,0.05548469387755102,0.04141422193877551,0.04997960850596428,0.36290302872657776,0.21083366894460664,0.34824546814654506,0.37607758619338805,0.32424899348639674,0.3482454184146074,0.9218949298451015,0.9630008307219566,1047,1737,2182,45210,0.11397984886410623,0.20463538722056462,0.2613089509017657,0.1681635181118562,0.20463533956863939,0.9158761160696033,0.9673035550706812,543,1535,2686,45412
to_label_21.jpg,ALGAL_LEAF_SPOT,to_label_21,train,0.028360172193877552,0.04978475765306122,0.008769132653061224,0.02091975137591362,0.06982973217964172,0.1270480022958595,0.22545269063439294,0.17694155323551075,0.31061138437732877,0.22545264438696816,0.9394730548450664,0.9578282362091403,442,2056,981,46697,0.0978196817856323,0.1782071926903807,0.37727272718698346,0.11665495431365741,0.17820715660121006,0.9694874043348025,0.9943798330338761,166,274,1257,48479
to_label_221.jpg,ALGAL_LEAF_SPOT,to_label_221,test,0.012137276785714286,0.0,0.01385124362244898,0.023972969502210617,0.07639490067958832,0.0,0.0,0.0,0.0,0.0,0.9878627232123169,0.9999999999979825,0,0,609,49567,0.0,0.0,0.0,0.0,0.0,0.9740114795898955,0.9859785744527891,0,695,609,48872
to_label_24.jpg,ALGAL_LEAF_SPOT,to_label_24,train,0.018494897959183673,0.002152423469387755,0.0020129145408163264,0.013503212481737137,0.05108117684721947,0.07468879667275012,0.13899613898272237,0.6666666660493827,0.07758620688819115,0.13899612029337918,0.9822225765286546,0.9992690058459242,72,36,856,49212,0.0,0.0,0.0,0.0,0.0,0.9794921874980479,0.9979491552936202,0,101,928,49147
to_label_26.jpg,ALGAL_LEAF_SPOT,to_label_26,train,0.013073979591836735,0.05221619897959184,0.0545280612244898,0.05770998075604439,0.5952503085136414,0.13671061762190456,0.24053724052989814,0.15038167938357322,0.6006097560060046,0.24053720849326787,0.9504145408144323,0.9550484652646304,394,2226,262,47294,0.08683114386136395,0.15978773584434589,0.09904970759871895,0.41310975603458694,0.15978770464081607,0.94319993622261,0.9502221324698097,271,2465,385,47055
to_label_32.jpg,ALGAL_LEAF_SPOT,to_label_32,train,0.030233577806122448,0.04233099489795918,0.2303890306122449,0.21914957463741302,0.9280752539634705,0.019887955181515746,0.03900027464875034,0.03342749529032828,0.046802900458351816,0.03900022603739169,0.9302654655593705,0.9578084218727104,71,2053,1446,46606,0.11293617021180478,0.2029517473411107,0.11479238754225958,0.8747528015244065,0.2029517268299621,0.7922712053555638,0.7896997472188296,1327,10233,190,38426
to_label_33.jpg,ALGAL_LEAF_SPOT,to_label_33,train,0.03866390306122449,0.04137436224489796,0.008330676020408163,0.010709481313824654,0.008699674159288406,0.182916053013758,0.30926294819947053,0.29913294796246953,0.320103092767005,0.30926289824911823,0.9447146045899539,0.9698358072788584,621,1455,1319,46781,0.1143667296732341,0.20525869379960737,0.5789473682825484,0.12474226803480709,0.20525866462198294,0.9626514668348162,0.9963512729061358,242,176,1698,48060
to_label_339.jpg,ALGAL_LEAF_SPOT,to_label_339,test,0.02325813137755102,0.0,0.0,0.0018443072913214564,0.007271170616149902,0.0,0.0,0.0,0.0,0.0,0.9767418686205024,0.9999999999979595,0,0,1167,49009,0.0,0.0,0.0,0.0,0.0,0.9767418686205024,0.9999999999979595,0,0,1167,49009
to_label_36.jpg,ALGAL_LEAF_SPOT,to_label_36,train,0.020926339285714284,0.03970025510204082,0.025988520408163265,0.039891842752695084,0.20200960338115692,0.06252183024580783,0.11768573306647977,0.08985943774649299,0.17047619045995463,0.11768568785723955,0.9465082908144401,0.9630948988296155,179,1813,871,47313,0.13884857280411958,0.2438402718672965,0.22009202452299906,0.2733333333073016,0.24384022243908404,0.9645248724470573,0.9792981313337554,287,1017,763,48109
